shortlist_rank,doi,doi_url,title,authors,year,venue,type,publisher,volume,issue,pages,article_number,crossref_cited_by,relevance_score,primary_topic,topics,is_review_title,is_dataset_title,has_abstract,screening_decision,screening_reason,matched_title_categories,exact_normalized_title_doi_count,provenance
,10.2139/ssrn.7225340,https://doi.org/10.2139/ssrn.7225340,"Unmanned Aerial Vehicles for Odor Source Localization and Gas Distribution Mapping: A Systematic Review of Methods, Sensors, Platforms, Simulators, and Applications",Shoaib Ahsan Shah; Mah Jabeen; Patrick Neumann; Qinghao Meng,2026,,posted-content,Elsevier BV,,,,,0,17,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",True,False,True,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""env"", ""gas"", ""sensor"", ""nav"", ""review""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 7, ""api_score"": 35.340153, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 6}]"
,10.63158/journalisi.v8i3.1630,https://doi.org/10.63158/journalisi.v8i3.1630,A Systematic Literature Review of Dissolved Oxygen and Turbidity Monitoring in Biofloc Aquaculture: IoT and Machine Learning for Water Quality Management,Candra Zulkarnain; Cucuk Wawan Budiyanto; Mohd Shafie Bakar,2026,Journal of Information Systems and Informatics,journal-article,Asosiasi Doktor Sistem Informasi Indonesia,8,3,2961-2983,,0,17,water_quality_monitoring,"[""water_quality_monitoring"", ""embedded_environmental_sensing""]",True,False,True,metadata_candidate,water_quality_monitoring;embedded_environmental_sensing,"[""env"", ""water"", ""sensor"", ""embedded"", ""review""]",1,"[{""query_id"": ""Q06"", ""query_rank"": 101, ""api_score"": 21.840885, ""raw_file"": ""raw_crossref\\Q06_robotic_water_quality.json"", ""raw_item_index"": 100}]"
,10.3390/atmos16020172,https://doi.org/10.3390/atmos16020172,Benchmarking Low-Cost Particulate Matter Sensors: Evaluating Performance Under Controlled Environmental Conditions Using Low-Cost Experimental Setups,Arianna Alvarez Cruz; Olivier Schalm; Luis Ernesto Morera Hernández; Alain Martínez Laguardia; Daniellys Alejo Sánchez; Mayra C. Morales Pérez; Rosa Amalia González Rivero; Yasser Morera Gómez,2025,Atmosphere,journal-article,MDPI AG,16,2,172,,3,17,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,True,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""sensor"", ""embedded"", ""dataset""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 253, ""api_score"": 23.711834, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 252}]"
,10.3390/s18092790,https://doi.org/10.3390/s18092790,Developing a Relative Humidity Correction for Low-Cost Sensors Measuring Ambient Particulate Matter,Andrea Di Antonio; Olalekan A. M. Popoola; Bin Ouyang; John Saffell; Roderic L. Jones,2018,Sensors,journal-article,MDPI AG,18,9,2790,,143,17,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 279, ""api_score"": 23.293827, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 278}]"
,10.3390/s18124484,https://doi.org/10.3390/s18124484,Application of Convolutional Long Short-Term Memory Neural Networks to Signals Collected from a Sensor Network for Autonomous Gas Source Localization in Outdoor Environments,Christian Bilgera; Akifumi Yamamoto; Maki Sawano; Haruka Matsukura; Hiroshi Ishida,2018,Sensors,journal-article,MDPI AG,18,12,4484,,81,17,gas_olfaction_mapping,"[""gas_olfaction_mapping""]",False,False,True,metadata_candidate,gas_olfaction_mapping,"[""env"", ""gas"", ""sensor"", ""nav"", ""outdoor""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 472, ""api_score"": 21.10986, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 471}]"
,10.3390/atmos12080961,https://doi.org/10.3390/atmos12080961,Assessment of Low-Cost Particulate Matter Sensor Systems against Optical and Gravimetric Methods in a Field Co-Location in Norway,Matthias Vogt; Philipp Schneider; Nuria Castell; Paul Hamer,2021,Atmosphere,journal-article,MDPI AG,12,8,961,,54,17,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 78, ""api_score"": 28.559937, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 77}]"
,10.3390/s19204439,https://doi.org/10.3390/s19204439,Development of a Cost-Effective Optical Sensor for Continuous Monitoring of Turbidity and Suspended Particulate Matter in Marine Environment,T. Matos; C. L. Faria; M. S. Martins; Renato Henriques; P. A. Gomes; L. M. Goncalves,2019,Sensors,journal-article,MDPI AG,19,20,4439,,51,17,water_quality_monitoring,"[""particulate_air_quality"", ""water_quality_monitoring""]",False,False,True,metadata_candidate,particulate_air_quality;water_quality_monitoring,"[""env"", ""air"", ""water"", ""sensor""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 368, ""api_score"": 22.390038, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 367}]"
,10.3390/s20113073,https://doi.org/10.3390/s20113073,How to Get the Best from Low-Cost Particulate Matter Sensors: Guidelines and Practical Recommendations,Erika Brattich; Alessandro Bracci; Alessandro Zappi; Pietro Morozzi; Silvana Di Sabatino; Federico Porcù; Francesca Di Nicola; Laura Tositti,2020,Sensors,journal-article,MDPI AG,20,11,3073,,47,17,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 423, ""api_score"": 21.985138, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 422}]"
,10.1039/d2ea00142j,https://doi.org/10.1039/d2ea00142j,An analysis of degradation in low-cost particulate matter sensors,Priyanka deSouza; Karoline Barkjohn; Andrea Clements; Jenny Lee; Ralph Kahn; Ben Crawford; Patrick Kinney,2023,Environmental Science: Atmospheres,journal-article,Royal Society of Chemistry (RSC),3,3,521-536,,29,17,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 337, ""api_score"": 22.693197, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 336}]"
97,10.3390/s21227456,https://doi.org/10.3390/s21227456,"A Portable Device for Methane Measurement Using a Low-Cost Semiconductor Sensor: Development, Calibration and Environmental Applications",Leonardo Furst; Manuel Feliciano; Laercio Frare; Getúlio Igrejas,2021,Sensors,journal-article,MDPI AG,21,22,7456,,28,17,gas_sensor_calibration,"[""gas_sensor_calibration"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,gas_sensor_calibration;embedded_environmental_sensing,"[""env"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 241, ""api_score"": 23.93868, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 240}]"
,10.3390/s18093008,https://doi.org/10.3390/s18093008,Sensor Selection to Improve Estimates of Particulate Matter Concentration from a Low-Cost Network,Sinan Sousan; Alyson Gray; Christopher Zuidema; Larissa Stebounova; Geb Thomas; Kirsten Koehler; Thomas Peters,2018,Sensors,journal-article,MDPI AG,18,9,3008,,20,17,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 76, ""api_score"": 28.6479, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 75}]"
,10.3390/ijerph20031934,https://doi.org/10.3390/ijerph20031934,Efficacy of Low-Cost Sensor Networks at Detecting Fine-Scale Variations in Particulate Matter in Urban Environments,Asrah Heintzelman; Gabriel M. Filippelli; Max J. Moreno-Madriñan; Jeffrey S. Wilson; Lixin Wang; Gregory K. Druschel; Vijay O. Lulla,2023,International Journal of Environmental Research and Public Health,journal-article,MDPI AG,20,3,1934,,19,17,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 232, ""api_score"": 24.067553, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 231}]"
,10.3390/s19030749,https://doi.org/10.3390/s19030749,FeinPhone: Low-cost Smartphone Camera-based 2D Particulate Matter Sensor,Matthias Budde; Simon Leiner; Marcel Köpke; Johannes Riesterer; Till Riedel; Michael Beigl,2019,Sensors,journal-article,MDPI AG,19,3,749,,15,17,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 43, ""api_score"": 30.832352, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 42}]"
,10.1049/wss2.12034,https://doi.org/10.1049/wss2.12034,Laboratory and field evaluation of three low‐cost particulate matter sensors,Mohammad Ghamari; Cinna Soltanpur; Pablo Rangel; William A. Groves; Vladislav Kecojevic,2022,IET Wireless Sensor Systems,journal-article,Institution of Engineering and Technology (IET),12,1,21-32,,12,17,particulate_air_quality,"[""particulate_air_quality""]",False,False,True,metadata_candidate,particulate_air_quality,"[""env"", ""air"", ""calib"", ""sensor""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 59, ""api_score"": 29.60738, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 58}]"
,10.5194/amt-14-7369-2021,https://doi.org/10.5194/amt-14-7369-2021,Evaluation methods for low-cost particulate matter sensors,Jeffrey K. Bean,2021,Atmospheric Measurement Techniques,journal-article,Copernicus GmbH,14,11,7369-7379,,10,17,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""sensor"", ""embedded""]",2,"[{""query_id"": ""Q04"", ""query_rank"": 125, ""api_score"": 26.838005, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 124}]"
,10.3390/atmos12030300,https://doi.org/10.3390/atmos12030300,Assessment and Improvement of Two Low-Cost Particulate Matter Sensor Systems by Using Spatial Interpolation Data from Air Quality Monitoring Stations,Chen-Jui Liang; Pei-Rong Yu,2021,Atmosphere,journal-article,MDPI AG,12,3,300,,9,17,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 66, ""api_score"": 29.049854, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 65}]"
,10.3390/s24134052,https://doi.org/10.3390/s24134052,Data Evaluation of a Low-Cost Sensor Network for Atmospheric Particulate Matter Monitoring in 15 Municipalities in Serbia,Danka B. Stojanović; Duška Kleut; Miloš Davidović; Marija Živković; Uzahir Ramadani; Maja Jovanović; Ivan Lazović; Milena Jovašević-Stojanović,2024,Sensors,journal-article,MDPI AG,24,13,4052,,8,17,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 143, ""api_score"": 26.156324, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 142}]"
,10.3390/atmos15030336,https://doi.org/10.3390/atmos15030336,"Using a Low-Cost Sensor to Estimate Fine Particulate Matter: A Case Study in Samutprakarn, Thailand",Supichaya Roddee; Supachai Changphuek; Supet Jirakajohnkool; Panatda Tochaiyaphum; Worradorn Phairuang; Thaneeya Chetiyanukornkul; Yaowatat Boongla,2024,Atmosphere,journal-article,MDPI AG,15,3,336,,7,17,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 96, ""api_score"": 27.89496, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 95}]"
,10.3390/su162210108,https://doi.org/10.3390/su162210108,Low-Cost Solution for Air Quality Monitoring: Unmanned Aerial System and Data Transmission via LoRa Protocol,Francisco David Parra-Medina; Manuel Andrés Vélez-Guerrero; Mauro Callejas-Cuervo,2024,Sustainability,journal-article,MDPI AG,16,22,10108,,7,17,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q02"", ""query_rank"": 331, ""api_score"": 23.279446, ""raw_file"": ""raw_crossref\\Q02_ground_rover_air_quality.json"", ""raw_item_index"": 330}]"
98,10.3390/atmos15111313,https://doi.org/10.3390/atmos15111313,Addressing Low-Cost Methane Sensor Calibration Shortcomings with Machine Learning,Elijah Kiplimo; Stuart N. Riddick; Mercy Mbua; Aashish Upreti; Abhinav Anand; Daniel J. Zimmerle,2024,Atmosphere,journal-article,MDPI AG,15,11,1313,,4,17,gas_sensor_calibration,"[""gas_sensor_calibration"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,gas_sensor_calibration;embedded_environmental_sensing,"[""env"", ""calib"", ""sensor"", ""embedded""]",2,"[{""query_id"": ""Q04"", ""query_rank"": 225, ""api_score"": 24.201365, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 224}]"
,10.3390/air1030015,https://doi.org/10.3390/air1030015,Using Low-Cost Sensing Technology to Assess Ambient and Indoor Fine Particulate Matter Concentrations in New York during the COVID-19 Lockdown,Justin Holder; Jamelia Jordan; Kera Johnson; Ayodele Akinremi; Dawn Roberts-Semple,2023,Air,journal-article,MDPI AG,1,3,196-206,,4,17,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 476, ""api_score"": 21.452263, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 475}]"
,10.1088/1755-1315/1123/1/012068,https://doi.org/10.1088/1755-1315/1123/1/012068,Barometric Pressure as a correction factor for low-cost particulate matter sensors,I. Christakis; K. Moutzouris; O. Tsakiridis; I. Stavrakas,2022,IOP Conference Series: Earth and Environmental Science,journal-article,IOP Publishing,1123,1,012068,,4,17,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 489, ""api_score"": 21.383488, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 488}]"
,10.3390/s25030692,https://doi.org/10.3390/s25030692,One-Point Calibration of Low-Cost Sensors for Particulate Air Matter (PM) Concentration Measurement,Luigi Russi; Paolo Guidorzi; Giovanni Semprini; Arianna Trentini; Beatrice Pulvirenti,2025,Sensors,journal-article,MDPI AG,25,3,692,,3,17,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 38, ""api_score"": 31.56939, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 37}]"
,10.3390/atmos15080965,https://doi.org/10.3390/atmos15080965,Estimation of Particulate Matter Levels in City Center Pedestrian Routes with the Aid of Low-Cost Sensors,Dimos Dimitrios Plakotaris; Theodosios Kassandros; Evangelos Bagkis; Kostas Karatzas,2024,Atmosphere,journal-article,MDPI AG,15,8,965,,3,17,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 266, ""api_score"": 23.490622, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 265}]"
,10.33140/jmtcm.02.05.01,https://doi.org/10.33140/jmtcm.02.05.01,Benefits of Water Quality Monitoring,,2023,Journal of Mathematical Techniques and Computational Mathematics,journal-article,Opast Group LLC,2,5,175-179,,3,17,water_quality_monitoring,"[""particulate_air_quality"", ""water_quality_monitoring"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;water_quality_monitoring;embedded_environmental_sensing,"[""env"", ""water"", ""sensor""]",1,"[{""query_id"": ""Q06"", ""query_rank"": 171, ""api_score"": 20.99628, ""raw_file"": ""raw_crossref\\Q06_robotic_water_quality.json"", ""raw_item_index"": 170}]"
,10.21307/ijssis-2019-077,https://doi.org/10.21307/ijssis-2019-077,Overcoming Long Recovery Time of Metal-Oxide Gas Sensor With Certainty Factor Sensing Algorithm,Kok Seng Eu; Kian Meng Yap,2014,International Journal on Smart Sensing and Intelligent Systems,journal-article,Walter de Gruyter GmbH,7,5,1-6,,3,17,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping;embedded_environmental_sensing,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 331, ""api_score"": 21.515171, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 330}]"
